1	3	33
2	2	17
3	1	1
4	4	49
5	3	34
6	1	2
7	2	18
8	1	3
9	4	50
10	3	35
11	2	19
12	4	51
13	3	36
14	2	20
15	1	4
16	3	37
17	4	52
18	2	21
19	1	5
20	4	53
21	1	6
22	3	38
23	2	22
24	4	54
25	1	7
26	3	39
27	2	23
28	4	55
29	2	24
30	3	40
31	1	8
32	4	56
33	2	25
34	1	9
35	3	41
36	4	57
37	2	26
38	3	42
39	1	10
40	4	58
41	3	43
42	1	11
43	2	27
44	4	59
45	3	44
46	2	28
47	1	12
48	2	29
49	4	60
50	3	45
51	1	13
52	3	46
53	4	61
54	1	14
55	2	30
56	4	62
57	3	47
58	1	15
59	2	31
60	4	63
61	2	32
62	3	48
63	1	16
64	4	64
