1	1	32
2	3	64
3	4	48
4	2	16
5	1	31
6	4	47
7	3	63
8	4	46
9	2	15
10	1	30
11	3	62
12	2	14
13	1	29
14	3	61
15	4	45
16	1	28
17	2	13
18	3	60
19	4	44
20	2	12
21	4	43
22	1	27
23	3	59
24	2	11
25	4	42
26	1	26
27	3	58
28	2	10
29	3	57
30	1	25
31	4	41
32	2	9
33	3	56
34	4	40
35	1	24
36	2	8
37	3	55
38	1	23
39	4	39
40	2	7
41	1	22
42	4	38
43	3	54
44	2	6
45	1	21
46	3	53
47	4	37
48	3	52
49	2	5
50	1	20
51	4	36
52	1	19
53	2	4
54	4	35
55	3	51
56	2	3
57	1	18
58	4	34
59	3	50
60	2	2
61	3	49
62	1	17
63	4	33
64	2	1
